Арастун,Аристотель,
Арзу,желание,
Арид,единственный,
Ариз,мужчина,
Ариф,знающий,
Арслан,лев,
Асад,бесстрашный,
Асим,защищающий,
Асиман,небо,
Асиф,прощение,
Аскер,воин,
Аслан,лев,
Атабек,учитель,
Афган,афганец,
Афлатун,Платон,
Ахад,единый,
Ахмед,прославленный,
Ахри,уважаемый,
Ашгын,влюбленный,
Ашраф,благороднейший,
Ашыг,влюбленный,
Аяз,дующий,
Баба,дед,
Байрам,праздник,
Балабек,младший бек,
Баллы,медовый,
Балоглан,сладкое дитя,
Баты,запад,
Бахадур,богатырь,
Бахрам,убийца злого,
Бахтияр,счастливый,
Баят,лик божий,
Беньямин,важный,
Боран,бурный,
Бугдай,лидер,
Будулай,цыган,
Булуд,туча,
Бюльбюль,соловей,
Вагиф,всезнающий,
Валид,родитель,
Васим,красивый,
Васиф,восхваляющий,
Ватан,Родина,
Вахаб,дарующий блага,
Вахид,единственный,
Вели,близкий,
Видади,любовь,
Вилаят,государство,
Вугар,гордый,
Вургун,влюбленный,
Вусал,мечта,
Гаджи,паломник,
Гадир,ценный,
Гамбар,глыба,
Гамид,прославленный,
Гаплан,храбрец,
Гариб,чужеземец,
Гасан,мужественный,
Гасыр,твердый,
Гачай,воин,
Гашкай,счастливый,
Гая,прочный,
Гейдар,лев,
Гияс,помощь,
Горгуд,огонь,
Гошгар,гордый,
Гусейн,красивый,
Гюндуз,полдень,
Давид,любимый,
Давуд,любимый,
Дадаш,брат,
Дашгын,сильный,
Дашдемир,железо,
Дерья,море,
Джаббар,могущественный,
Джабраил,сила Божья,
Джавад,великодушный,
Джаваншир,молодой,
Джавид,яркий,
Джамаль,смелый,
Джамиль,красивый,
Джамшид,сияющий царь,
Джахангир,весь мир,
Джейхун,райская река,
Джошгун,кипящий,
Довлат,государство,
Достали,друг Али,
Забит,приказывающий,
Заир,паломник,
Закир,поминающий Бога,
Заман,время,
Заур,паломник,
Зафар,победа,
Захид,ученый,
Захир,внешний вид,
Зия,свет,
Зияфат,банкет,
Зяки,умный,
Ибад,раб Божий,
Ибрагим,Раб милостивый,
Идрак,познающий,
Илчин,первый,
Ильгар,верность,
Ильдырым,молния,
Илькин,первенец,
Ильхам,вдохновение,
Ильяс,пророк Илия,
Инал,повелитель,
Интигам,месть,
Иса,помощь Бога,
Искандер,Александр,
Ислам,покорность Богу,
Исмаил,слух,
Ихтияр,выбор,
Йылмаз,смельчак,
Каинат,Вселенная,
Кемаль,мудрый,
Кирман,крепость,
Короглу,сын слепого,
Кямал,совершенство,
Кямран,счастливый,
Лачин,благородный воин,
Логман,мудрец,
Маджид,славный,
Малик,властитель,
Манаф,высокостоящий,
Мансур,победитель,
Мардан,мужчина,
Масуд,счастливый,
Махир,мастер,
Мехман,гость,
Мирза,принц,
Мири,глава,
Мубариз,борющийся,
Мурад,намерение,
Муртуза,выбранный,
Муса,творящий чудеса,
Муслим,мусульманин,
Муслум,мусульманин,
Мустафа,избранный,
Мухаммад,восхваляемый,
Наби,пророк,
Надир,редкостный,
Назар,милость,
Назим,держащий,
Назир,предостерегающий,
Наиль,добивающийся желаемого,
Намаз,молитва,
Намиг,писатель,
Нариман,мужественный,
Насир,помогающий,
Немат,достояние,
Ниджат,спасение,
Низами,устроитель,
Нургюн,светлый день,
Нурлан,сверкай свети,
Нуру,светлость,
Озан,поэт,
Октай,сын народа,
Онер,передовой,
Ордухан,полководец,
Орхан,хан войска,
Осман,герой,
Полад,сильный,
Рази,тайна,
Рамал,цыган,
Рамин,счастье,
Расим,художник,
Расул,посланник,
Рауф,снисходительный,
Рафик,добрый друг,
Рахман,всемилостивый,
Рашад,сознательный,
Рашид,благоразумный,
Ровшан,светлый,
Роял,мечта,
Рузи,судьба,
Руслан,лев,
Рустам,сильный,
Руфат,высота,
Саади,счастливый,
Сабир,терпеливый,
Савалан,величественный,
Садиг,верный,
Саид,счастливый,
Сакит,мирный,
Салех,праведный,
Самир,собеседник,
Самит,постоянный,
Санан,влюбленный,
Сардар,главнокомандующий,
Сархан,большой хан,
Сахиб,владеющий,
Сехавет,щедрый,
Соялп,из рода,
Султан,султан,
Талех,судьба,
Тамерлан,хромой Тимур,
Тарай,новая луна,
Тарлан,орел,
Тахир,чистый,
Теймур,железный,
Тимур,железный,
Товуз,желанная красавица,
Тогрул,сокол,
Токай,наносящий удар,
Торай,луна скрывшаяся,
Торе,правила,
Туба,высокая,
Туган,родной,
Тунай,видимая ночью,
Турай,видимая луна,
Турал,вечный,
Туран,родина,
Туре,принц,
Туркел,тюркская земля,
Улдуз,звезда,
Улус,народ,
Ульви,чистый,
Урфан,знание,
Фаиг,превосходный,
Фарадж,утешение,
Фарах,радость,
Фарид,редкий,
Фариз,мыслящий,
Фарман,новости,
Фархад,понятливый,
Фатали,победа Али,
Фатих,победитель,
Фахри,гордость,
Физули,дерзкий,
Фикрат,размышление,
Фируз,побеждающий,
Фуад,сердце,
Хагани,повелитель,
Хазар,Каспийское море,
Халид,бессмертный,
Халил,друг,
Хамис,пятый,
Хасан,красивый,
Хатиф,голос совести,
Хаял,мечтатель,
Хикмет,мудрость,
Хосров,благотворитель,
Хуррам,веселый,
Хусейн,красивый,
Челеби,божественный,
Чингиз,могущественный,
Шахин,сокол,
Шахлар,сила многих,
Шенер,веселый храбрец,
Ширин,сладкий,
Эйнулла,сущность веры,
Элдар,повелитель народа,
Эльвин,творец всего,
Эльгиз,властелин народа,
Эльгюн,солнце народа,
Эльдар,повелитель народа,
Эльман,человек народа,
Эльмар,вечный,
Эльмир,руководитель народа,
Эльнур,свет народа,
Эльхан,хан народа,
Эльчин,храбрец народа,
Эльшад,радость народа,
Эльшан,приносящий стране,
Эмиль,соперник,
Эмин,тихий,
Этибар,заслуживающий доверия,
Эхсан,милость,
Юнус,голубь,
Юсиф,прирост,
Явуз,грозный,
Ягуб,идущий,
Ялчин,величественный,
Янар,огненный,
Яхья,живой,
Яшар,живущий,
Адиля,любимая Турала,
Азада,свободная,
Азиза,дорогая,
Аида,прибыль,
Аише,живущая,
Айгюль,лунный цветок,
Айгюн,лунный день,
Айдан,лунная,
Айла,заря,
Айнур,лунный свет,
Айнура,лунный свет,
Айсель,лунный свет,
Айтекин,каклуна,
Айтен,половинка луны,
Айчин,луноподобная,
Акчай,белая река,
Алван,цветная,
Алма,яблоко,
Алмаз,красивая,
Алтун,золото,
Амина,находящаяся в безопасности,
Анара,гранат,
Анаханым,госпожа,
Антига,высший сорт,
Арзу,желание,
Афаг,горизонт,
Афсана,женщина,
Бановша,фиалка,
Бану,госпожа,
Басди,достаточно,
Басира,соткрытой,
Басура,соткрытой,
Бахар,весна,
Баяз,белоснежная,
Белла,красавица,
Биллура,хрусталь,
Бусат,веселье,
Бута,бутон,
Валида,матьсултана,
Вафа,преданность,
Вусала,единение,
Гаранфил,гвоздика,
Гёзал,красавица,
Гёнча,бутончик,
Гулнар,цветок граната,
Гумар,цветхурмы,
Гумрал,цветхурмы,
Гусса,печаль,
Гюллу,цветочная,
Гюльтакин,цветок,
Гюльтекин,цветок,
Гюльчин,китайский цветок,
Гюльшян,веселый цветок,
Гюнай,солнце,
Гюнаш,солнце,
Гюнель,солнце народа,
Дениз,кипучая,
Деръя,море,
Джавахир,драгоценный камень,
Джамиля,красавица мира,
Джахан,мир,
Джаханбану,мир,
Дилара,ласкающая душу,
Дилдар,любимая,
Дунья,мир,
Дурдана,одна единственная,
Егана,единственная,
Жаля,утренняя роса,
Зара,золото,
Зариф,нежная,
Зарифа,нежная,
Захра,Венера,
Зиба,красивая,
Зульфия,кудрявая,
Зумруд,изумруд,
Илаха,богиня,
Ильхама,вдохновение,
Инара,избранная,
Инджа,нежная,
Инджи,жемчуг,
Ирада,воля,
Кёнюль,-,
Кенюль,душа,
Кямаля,послушная,
Лала,мак,
Ламия,яркая,
Латифа,анекдот,
Лачын,сокол,
Лейла,ночь,
Ляман,сверкающая,
Малахат,обаяние,
Марьям,любящая,
Масуда,счастливая,
Махаббат,любовь,
Махфуза,защищённая,
Медина,священный город,
Мелтем,легкий ветерок,
Мехбара,полумесяц,
Мехри,солнечная,
Мехрибан,ласковая,
Мина,тонкий узор,
Мирвари,жемчужина,
Мукафат,награда,
Муштаг,желаот,
Наиля,наслаждающаяся жизнью,
Наира,огонь,
Наргиз,нежный,
Нардан,огонь,
Нармина,нежная,
Натаван,хозяюшка,
Нигяр,красивая,
Нисар,прощение,
Нурай,свет луны,
Нурсан,свет славы,
Нурсач,излучающая свет,
Онай,первая луна,
Парвана,бабочка,
Пари,нимфа,
Рагсана,тихая,
Рафига,подруга,
Рахиля,овечка,
Рейхан,базилик,
Рена,душа человека,
Роза,красный цветок,
Роя,сон,
Рухангиз,духовный вершитель,
Саадат,счастье,
Сабига,совершенная,
Садагат,вдохновение всех,
Саида,избранная богом,
Сайгы,почтение,
Сакина,тихая,
Салахат,добро,
Самира,собеседница,
Санай,каклуна,
Сара,знатная,
Сарай,дворец,
Сарыхатун,златоволосая госпожа,
Сахиля,прибрежная,
Севгили,любимая,
Севда,любовь,
Севил,будь любимой,
Севиндж,радость,
Севяр,любящая,
Сейран,лицезреющий,
Сима,честь,
Симузар,сокровище,
Солмаз,неувядающая,
Сона,лебедь,
Судаба,обладающая блестящей,
Сура,глава Корана,
Сусан,тюльпан,
Сяба,легкое дуновенье,
Сяда,голос,
Тамам,конец,
Тарай,новаялуна,
Тарана,мелодия,
Товуз,желанная красавица,
Торай,луна,
Торе,правила,
Туба,высокая,
Тунай,видимая ночью,
Турай,видимая луна,
Туре,принцесса,
Туркан,тюркская,
Туту,сладкоречивая,
Улдуз,звезда,
Ульвия,чистая,
Улькер,утренняя звезда,
Улькяр,утренняя звезда,
Умай,птица счастья,
Унай,голос луны,
Фарах,радость,
Фарида,единственная,
Фатима,взрослая,
Фахрия,гордость,
Ферда,будущее,
Ферди,будущее,
Фидан,"молодое дерево,",
Хадиса,происшествия,
Ханифа,единобожница,
Ханум,госпожа,
Ханым,почтенная,
Хатира,воспоминание,
Хатын,женщина уважаемая,
Хаяла,мечта,
Хейранса,лучшая женщина,
Хумай,волшебная птица,
Хумар,красота,
Хурма,нравящаяся,
Чинара,высокая,
Шабнам,утренняя роса,
Шалале,водопад,
Шамс,солнце,
Шарафат,честь,
Шахла,роскошь,
Шахназ,царица грации,
Шемс,солнце,
Шенай,сверкающая луна,
Шефа,здоровая,
Шимай,сверкающая луна,
Ширин,сладкая,
Шовкат,властительница,
Шохрат,слава,
Шушанур,лучи древнего,
Эльмира,принцесса,
Эльназ,самая желанная,
Эльнара,пламя народа,
Эльнура,свет народа,
Эльяз,радость народа,
Эмель,цель,
Эмина,тихая,
Эсмер,смуглянка,
Эфра,высокорослая,
Эфшан,сеющая,
Ягут,ценная,
Яйла,чистосердечная,
Ясаман,сирень,
Арбери,от названия племени Арбереш,
Арджана,золотая жизнь,
Ардиана,от названия племени Ардиаеа,
Ардита,золотой день,
Ариана,золотая жизнь,
Арлинда,золото,
Арта,золотая,
Афердита,рассвет,
Безиана,клятва,
Безиджана,клятва,
Бербьюк,росток,
Беса,клятва,
Блерина,зеленая,
Блерта,зеленая,
Бора,снег,
Буджэйр,щедрая,
Букерош,красота,
Валбона,волна,
Валбоун,волна,
Валмира,добрая волна,
Венера,любовь,
Ветон,молния,
Визар,сокровищница,
Гента,от латинского названия цветка горчавки,
Гентиджана,от латинского названия цветка горчавки,
Дардана,груша,
Дашери,близость,
Джезим,радость,
Джехона,эхо,
Диллза,солнечная,
Донджета,жажда жизни,
Донита,жажда жизни,
Дрита,свет,
Ёрта,-,
Замира,хороший голос,
Иллка,звезда,
Калтрина,голубая девочка,
Кендрезе,отношение,
Кендресеа,отношение,
Ксхевахайр,драгоценный камень,
Лалджета,цветок жизни,
Линдита,рождение дня,
Лиридона,желание,
Льюл,цветок,
Маджлинда,рожденная в мае,
Манджола,дерево магнолии,
Маригона,названная в честь исторической фигуры,
Мимоза,мимоза,
Мирджета,хорошая жизнь,
Мирлинда,рожденная хорошо,
Олбана,албанка,
Пранвера,весна,
Резарта,золотой луч,
Рилинда,возрождение,
Ровена,святое копье,
Розафа,узница,
Розафати,узница,
Теута,королева,
Тефта,королева,
Фатайм,трезвенница,
Фатджета,удачливая,
Фатджона,наша судьба,
Фатлинда,удачное рождение,
Фатмайр,удачливая,
Фетайдж,удачливая,
Флори,названная в честь Иллирийского мученика,
Флутера,бабочка,
Шкайп,орелица,
Шпреса,надежда,
Штджефен,корона,
Эгзона,удовольствие,
Эдона,любящая,
Элира,свободная,
Эндрита,свет,
Эра,ветер,
Агон,рассвет,
Агрон,имя албанского короля,
Аджим,рассвет,
Арбен,от названия племени Арбереш,
Арджан,золотая жизнь,
Арди,от албанского Ардиан,
Ардиан,от названия племени Ардиаеи,
Ардит,золотой день,
Ариец,золотая жизнь,
Арлинд,золото,
Арменд,золотое мнение,
Бардхил,белая звезда,
Башким,союз,
Безарт,золотая клятва,
Безим,вера,
Безин,клятва,
Беким,благословение,
Берим,фонтан,
Бесмир,честные намерения,
Бесник,преданный,
Бехар,лето,
Блерим,зелень,
Брахим,отец множества,
Буджар,щедрый,
Валмир,хорошая волна,
Вджоллка,альт,
Вджоса,албанское имя от названия реки,
Волдет,морская волна,
Волдрин,волна,
Газменд,радость,
Гджергдж,фермер,
Генти,от латинского названия горчавки,
Гждон,Бог милосерден,
Далмат,баран,
Дардан,груша,
Дефрим,развлечение,
Джак,вытеснитель,
Джезим,радость,
Джетмир,хорошая жизнь,
Джетон,жизнь,
Джоргджи,фермер,
Дитмер,хороший день,
Дритан,свет,
Дритон,свет,
Дхимитер,хороший день,
Замир,хороший голос,
Илир,свободный,
Илли,звезда,
Кендрим,отношение,
Констандин,устойчивый,
Констандини,албанская форма Константина,
Костандин,вариант албанского Констандини,
Крешник,рыцарь,
Ксхемэйл,наивысшая слава,
Куштим,преданность,
Куштрим,боевой клич,
Лека,защитник человечества,
Леотрим,храбрый,
Леутрим,храбрый,
Лиридон,свобода выбора,
Лоренк,албанская форма Лоренса,
Луан,лев,
Лулезим,цветение,
Мерджим,незнакомец,
Мирлиндт,рожденный хорошо,
Ндерим,честь,
Пджетер,скала,
Пелламб,голубь,
Перпарим,продвижение,
Прек,контакт,
Резар,золотой луч,
Резарт,золотой луч,
Рилинд,возрождение,
Ринор,подросток,
Скендер,защитник человечества,
Толант,от Иллирийского названия племени,
Фатджон,наша судьба,
Фатлинд,удачное рождение,
Фатлум,удачный,
Фатмир,удаччный,
Фатон,наша судьба,
Фатос,смелость,
Фисник,галантный,
Фитим,выгода,
Фитор,победитель,
Фламер,флаг,
Шкодран,от Шкодер,
Шпенд,домашняя птица,
Шпетим,спасение,
Эгзон,удовольствие,
Эди,опекун,
Эдон,любящий жизнь,
Эдуарт,опекун,
Энвер,сияющий,
Энгджелл,ангел,
Эндрит,свет,
Эрайон,наш ветер,
Эрвин,человек чести,
Эрджон,наш ветер,
Эрмир,хороший ветер,
Алана,красивая,
Алекс,защитница,
Александра,защитница,
Амели,трудолюбивая,
Андреа,мужественная,
Анжела,ангел,
Анжелина,маленький ангел,
Беверли,бобер,
Бекка,заманивающая в ловушку,
Бетти,почитающая Бога,
Бренда,меч,
Бритни,маленькая Британия,
Брук,ручей,
Вивиан,оживлённая,
Вуд,живущаяв,
Гвенет,удача,
Глорис,известная,
Глория,известная,
Голди,золотая,
Гэйнор,белая,
Дарсия,сверкающая,
Дженифер,белая,
Дженнис,белокурая,
Джери,владеющая копьем,
Джессика,бог видит,
Джоан,Бог добрый,
Джоди,Бог добрый,
Канди,леденец,
Каролин,надежная,
Кат,непорочная,
Катлин,непорочная,
Катрин,непорочная,
Кейт,непорочная,
Келли,блондинка,
Кендра,искусная,
Кимберли,луг,
Клер,ясная,
Кэмерон,изогнутый нос,
Лара,чайка,
Лаура,лавр,
Леа,утомленная,
Лесли,дубовая роща,
Ли,луг,
Лиза,почитающая Бога,
Лилиан,лилия,
Лэрри,непоседа,
Лэсси,возлюбленная,
Марил,горькая,
Марта,владычица,
Меган,жемчуг,
Мерил,морская,
Мерилин,морская,
Миранда,достойная восхищения,
Оби,послушная,
Одри,благородная сила,
Опра,молодой олень,
Памела,мед,
Патрисия,дворянка,
Пегги,жемчуг,
Пенелопа,хитрая ткачиха,
Рики,спортивная,
Роза,цветокроза,
Розмари,напоминание,
Рокси,рассвет,
Рэйчел,овечка,
Салли,принцесса,
Саманта,Бог услышал,
Санди,воскресенье,
Сара,знатная,
Стефани,корона,
Сью,лилия,
Теа,подарок Бога,
Тера,земля,
Тифани,проявление Бога,
Хана,добрая,
Хезер,вереск,
Хейли,сено,
Хелен,светлая,
Хилари,радостная,
Холи,святая,
Хэйзи,непредсказуемая,
Челси,порт,
Шарил,любимая,
Шарлотта,мужественная,
Шаррон,равнина,
Шерри,любимая,
Ааррон,высокая гора,
Адам,земля,
Айзек,смеющийся,
Айк,смеющийся,
Алан,красивый,
Алек,защитник,
Алекс,защитник,
Ален,красивый,
Алестер,защитник,
Алрой,спокойный,
Альберт,благородство,
Анджелл,ангел,
Арчи,подлинная храбрость,
Бад,друг,
Бакстер,пекарь,
Балдер,принц,
Барни,смелый как медведь,
Беверли,бобер,
Бен,южный,
Бенджамин,южный,
Берти,яркий,
Билл,шлемоносец,
Блэйк,черный,
Блэнк,открытый,
Боб,известный,
Брюс,лес,
Бэсфорд,очаровательный,
Виджэй,общительный,
Вилмар,шлемоносец,
Вилсон,желанный сын,
Вуди,живущий в лесу,
Гарри,глава дома,
Гленн,долина,
Говард,охрана,
Дарен,обладающий многим,
Дастин,ярмарка,
Джеймс,захватчик,
Джейсон,целитель,
Джери,владеющий копьем,
Джим,захватчик,
Джон,Бог добрый,
Джордж,земледелец,
Дональд,мирный правитель,
Дункан,темный воин,
Дэвид,возлюбленный,
Дюк,командующий,
Инди,земля индусов,
Кайл,стройный,
Картер,извозчик,
Каспер,казначей,
Квентин,пятый,
Кевин,миловидный,
Келвин,узкая река,
Кинг,король,
Кларк,клерк,
Коди,помощник,
Кэмерон,изогнутый нос,
Лайонел,лев,
Ларри,увенчанный лаврами,
Лео,лев,
Ллойд,седой,
Майкл,подобный Богу,
Макс,величайший,
Максвелл,поток,
Марвин,выдающийся,
Марлон,маленький воин,
Мелвин,нежный вождь,
Мёрфи,-,
Мерфи,морской воин,
Микки,подобный Богу,
Митчелл,подобный Богу,
Николас,победитель народов,
Норвуд,северный лес,
Олби,белый,
Оррелл,рудный,
Остин,почтенный,
Палмер,паломник,
Патрик,дворянин,
Перри,странник,
Пирс,скала,
Питер,камень,
Пол,маленький,
Проспер,удачливый,
Райт,плотник,
Рассел,красноватый,
Редклиф,красный утес,
Рей,мудрый защитник,
Рейнольд,мудрый правитель,
Рик,мощный,
Ричи,мощный,
Робин,известный,
Рональд,мудрый правитель,
Руди,красный волк,
Сильвестр,из леса,
Скот,шотландец,
Спенсер,фармацевт,
Стив,корона,
Стивен,корона,
Стэнли,камень,
Стэнфорд,каменный брод,
Сэм,слушающий Бога,
Сэмюэль,слушающий Бога,
Тим,почитающий Бога,
Тодд,лиса,
Том,близнец,
Томас,близнец,
Тони,неоценимый,
Уолли,иностранный,
Уолт,правитель армии,
Уолтер,правитель армии,
Фестер,из леса,
Фил,любитель лошадей,
Филип,любитель лошадей,
Флойд,сероволосый,
Форд,речной брод,
Фред,мирный правитель,
Фрэнсис,свободный,
Хантер,охотник,
Харвард,охраняющий,
Харрис,глава дома,
Хилари,радостный,
Хью,сердце,
Чарли,мужественный,
Чарльз,мужественный,
Шелдон,долина,
Шервуд,яркий лес,
Шон,Бог добрый,
Эдон,богатый медвежонок,
Эдриан,счастливый,
Эйден,огонь,
Элмер,благородный,
Эрл,дворянин,
Аарен,высокая гора,
Абагэйл,радость для отца,
Абагэйль,радость для отца,
Аббай,радость для отца,
Аббей,радость для отца,
Абби,радость для отца,
Аббигаель,радость для отца,
Аббигаиль,радость для отца,
Аббигайл,радость для отца,
Аббигаэль,радость для отца,
Аббигейл,радость для отца,
Аббигейль,радость для отца,
Абегэйл,радость для отца,
Абелла,пастушка,
Абигайл,радость для отца,
Абигаэль,радость для отца,
Абигол,радость для отца,
Абиджил,радость для отца,
Абичэйл,радость для отца,
Абэйгаэль,радость для отца,
Абэйгил,радость для отца,
Ава,живая,
Авалайн,небольшая птица,
Авалина,небольшая птица,
Авалон,остров яблок,
Авалона,яблоко,
Авелина,небольшая птица,
Аверилл,сражение борова,
Агава,прославленная,
Агата,хорошая,
Аггай,целомудренна,
Агджая,целомудренна,
Агджи,целомудренна,
Агнес,целомудренна,
Агнус,целомудренна,
Ада,благородный вид,
Адайн,огонь,
Адамайн,земля,
Адамина,земля,
Адаминна,земля,
Адди,благородный вид,
Аддисон,дочь Адама,
Адела,благородное происхожденая,
Аделаида,благородный вид,
Аделайн,благородная,
Адели,благородная,
Аделина,благородная,
Аделис,благородный вид,
Аделисия,благородный вид,
Аделия,благородная,
Аделл,благородная,
Аделфа,дорогая сестра,
Адель,благородная,
Адена,огонь,
Адин,огонь,
Адисон,дочь Адама,
Адиссон,дочь Адама,
Адмиранда,достойный восхищения,
Адоллина,благородная,
Адреа,из Хадрии,
Адри,из Хадрии,
Адриа,из Хадрии,
Адриан,из Хадрии,
Адриана,из Хадрии,
Адрианн,из Хадрии,
Адрианна,из Хадрии,
Адрина,из Хадрии,
Адринна,из Хадрии,
Адрия,из Хадрии,
Азалия,сухая,
Азера,синее небо,
Азур,синее небо,
Айон,остров,
Айседора,подарок Изис,
Акация,незлая,
Алана,красивая,
Аланис,красивая,
Аланна,красивая,
Аланнис,красивая,
Алвена,друг эльфа,
Алвилда,сражение эльфа,
Алеа,высокая,
Алекс,защитница человечества,
Алекса,защитница человечества,
Александра,защитница человечества,
Александреа,защитница человечества,
Александрина,защитница человечества,
Александрия,защитница человечества,
Алексис,защитница,
Алексия,защитница,
Алексус,защитница,
Алеса,правда,
Алета,правда,
Алетея,правда,
Алеша,благородный вид,
Аливия,армия эльфа,
Ализ,благородный вид,
Ализон,благородный вид,
Аликс,защитница человечества,
Аликса,защитница человечества,
Алин,птица,
Алис,благородный вид,
Алиса,благородный вид,
Алисе,благородный вид,
Алисия,благородный вид,
Алисс,благородный вид,
Алисса,цветок бурачка,
Алиссия,благородный вид,
Алисья,благородный вид,
Алиш,благородный вид,
Алиша,благородный вид,
Алишия,благородный вид,
Алли,любимая,
Аллин,птица,
Аллисса,цветок бурачка,
Алфреда,свещаная эльфа,
Альберта,яркое благородство,
Альвина,подруга эльфа,
Альма,душа,
Альмира,возвеличенная,
Альфа,первая буква,
Амабель,привлекательная,
Амалеа,работа,
Амали,работа,
Амалия,работа,
Амалья,работа,
Аманда,привлекательная,
Амара,неисчезаемая,
Амараллис,искрящаяся,
Амаранта,неисчезаемая,
Амая,любимая,
Амбер,янтарная,
Амброзин,бессмертная,
Амей,любимая,
Амели,работа,
Аметист,неопьяненная,
Ами,любимая,
Амилия,работа,
Амис,дружба,
Анабел,красивая,
Анабела,красивая,
Анабелла,красивая,
Анабель,красивая,
Анастася,восстановленая,
Ангел,ангел,
Анджела,ангел,
Анджелика,ангельская,
Анджелиса,ангельская,
Анджелия,ангел,
Анджелл,ангел,
Анджеллина,ангел,
Анджелль,ангел,
Анди,воительница,
Андии,воительница,
Андра,воительница,
Андреа,воительница,
Андри,воительница,
Андриана,воительница,
Андрина,воительница,
Андринна,воительница,
Анета,изящество,
Анетта,изящество,
Анж,ангел,
Анжела,ангел,
Анжелина,маленький ангел,
Анис,анис,
Анита,польза,
Анитра,польза,
Анна,польза,
Аннабель,красивая,
Аннали,изящный луг,
Аннама,польза,
Аннамария,польза,
Аннамей,польза,
Аннджела,ангел,
Аннейблинда,красивая,
Аннейблл,красивая,
Аннейбт,польза,
Аннема,польза,
Аннемари,польза,
Анникк,польза,
Аннис,целомудренная,
Аннита,польза,
Аннитра,польза,
Аннмари,польза,
Аннтеа,цветок,
Ансония,дочь Агнес,
Анстас,восстановленая,
Анстей,восстановленая,
Анстис,восстановленая,
Антия,цветок,
Антонет,неоценимая,
Антония,неоценимая,
Арабела,просьба,
Арабэль,просьба,
Арден,долина орла,
Арейблл,просьба,
Арета,достоинство,
Ариана,совершенно непорочная,
Арил,лев бога,
Арлайн,сокращение,
Арли,сокращение,
Арлин,сокращение,
Арлина,сокращение,
Арьяна,совершенно непорочная,
Арян,совершенно непорочная,
